ID;Round;Direction;Authors;Year;Title;Journal;Source Type;Keywords;Relevance;Included;Notes;DOI
282;Round 1;Backward;Kim & Huh;2020;Blockchain of carbon trading for UN Sustainable Development Goals;Sustainability;SSCI/SCI;Blockchain, Carbon Trading, SDGs, CO2;Pending;No;"Fails: blockchain for carbon trading SDGs; sustainability is ecological/climate";10.3390/su12104021
283;Round 1;Backward;Kivimaa, Boon, Hyysalo & Klerkx;2019;Towards a typology of intermediaries in sustainability transitions: A systematic review and a research agenda;Research Policy;SSCI/SCI;Intermediaries, Sustainability Transitions, Typology, Systematic Review;Pending;No;"Fails: sustainability transitions/eco-innovation; sustainability is ecological/environmental";10.1016/j.respol.2018.10.006
284;Round 1;Backward;Klewitz & Hansen;2014;Sustainability-oriented innovation of SMEs: A systematic review;Journal of Cleaner Production;SSCI/SCI;SMEs, Sustainability Innovation, Systematic Review;Pending;No;"Fails: sustainability transitions/eco-innovation; sustainability is ecological/environmental";10.1016/j.jclepro.2013.07.017
285;Round 1;Backward;Klewitz, Zeyen & Hansen;2012;Intermediaries driving eco-innovation in SMEs: A qualitative investigation;European Journal of Innovation Management;SSCI/SCI;Eco-innovation, SMEs, Intermediaries, Qualitative;Pending;No;"Fails: sustainability transitions/eco-innovation; sustainability is ecological/environmental";10.1108/14601061211272376
286;Round 1;Backward;Kshetri & DeFranco;2020;The economics behind food supply blockchains;Computer;Unknown;Blockchain, Food Supply Chain, Economics, Technology;Pending;No;"Fails: blockchain food supply chain; sustainability is food safety/ecological framing";10.1109/MC.2020.3021549
287;Round 1;Backward;Kumar, Srivastava & Singh;2022;How blockchain technology can be a sustainable infrastructure for the agrifood supply chain in developing countries;Journal of Global Operations and Strategic Sourcing;Unknown;Blockchain, Agri-food, Developing Countries, Sustainable Infrastructure;Pending;No;"Fails: blockchain food supply chain; sustainability is food safety/ecological framing";10.1108/jgoss-08-2021-0058
288;Round 1;Backward;Lee, Lee & Pennings;2001;Internal capabilities, external networks, and performance: A study on technology-based ventures;Strategic Management Journal;SSCI/SCI;Networks, Capabilities, Performance, Technology Ventures;Pending;No;"Fails: firm capabilities and networks; no blockchain/decentralization or sustainability-as-stability";10.1002/smj.181
289;Round 1;Backward;Lepore, Testi & Pasher;2023;Building inclusive smart cities through innovation intermediaries;Sustainability;SSCI/SCI;Smart Cities, Innovation Intermediaries, Inclusion, Digital;Pending;No;"Fails: smart cities innovation intermediaries; no blockchain/decentralization";10.3390/su15054024
290;Round 1;Backward;Liu, Liu, Shi, Hou, Shi & Dong;2022;Collaborative adoption of blockchain technology: A supply chain contract perspective;Frontiers of Engineering Management;Unknown;Blockchain Adoption, Supply Chain Contracts, Collaboration;Medium;Yes;"Passes: blockchain adoption (C1) + supply chain digital transformation (C2); long-term stability of contractual governance (C3)";10.1007/s42524-022-0239-8
291;Round 1;Backward;Lukkarinen, Berg, Salo, Tainio, Alhola & Antikainen;2018;An intermediary approach to technological innovation systems (TIS)—The case of the cleantech sector in Finland;Environmental Innovation and Societal Transitions;SSCI/SCI;TIS, Intermediaries, Cleantech, Finland;Pending;No;"Fails: cleantech innovation intermediaries; sustainability is ecological";10.1016/j.eist.2017.04.003
292;Round 1;Backward;Lumineau, Wang & Schilke;2021;Blockchain governance—A new way of organizing collaborations?;Organization Science;SSCI/SCI;Blockchain Governance, Collaboration, Organizational Theory;High;Yes;Passes: blockchain governance (C1) + digital transformation of organizational collaboration (C2) + new governance stability model (C3);N/A
293;Round 1;Backward;Luo & Zahra;2023;Industry 4.0 in international business research;Journal of International Business Studies;SSCI/SCI;Industry 4.0, International Business, Digital Transformation;Pending;No;"Fails: Industry 4.0 international business; no blockchain/decentralization or sustainability-as-stability";10.1057/s41267-022-00577-9
294;Round 1;Backward;Luthra, Kumar, Zavadskas, Mangla & Garza-Reyes;2020;Industry 4.0 as an enabler of sustainability diffusion in supply chain: an analysis of influential strength of drivers in an emerging economy;International Journal of Production Research;SSCI/SCI;Industry 4.0, Sustainability, Supply Chain, Emerging Economy;Pending;No;"Fails: Industry 4.0 supply chain sustainability; sustainability is ecological/environmental diffusion";10.1080/00207543.2019.1660828
295;Round 1;Backward;Madrid-Guijarro & Duréndez;2024;Sustainable development barriers and pressures in SMEs: The mediating effect of management commitment to environmental practices;Business Strategy and the Environment;SSCI/SCI;SMEs, Sustainable Development, Barriers, Management Commitment;Pending;No;"Fails: SME sustainable development barriers; no blockchain/decentralization or digital transformation focus";10.1002/bse.3537
296;Round 1;Backward;Miller, McAdam & McAdam;2017;A systematic literature review of university technology transfer from a quadruple helix perspective: Towards a research agenda;R&D Management;SSCI/SCI;Technology Transfer, Quadruple Helix, University, Systematic Review;Pending;No;"Fails: technology transfer university; no blockchain/decentralization or sustainability-as-stability";10.1111/radm.12228
297;Round 1;Backward;Morelli;2011;Environmental sustainability: A definition for environmental professionals;Journal of Environmental Sustainability;Unknown;Environmental Sustainability, Definition, Professionals;Pending;No;"Fails: environmental sustainability definition; ecological framing";10.14448/jes.01.0002
298;Round 1;Backward;Munir, Habib, Hussain et al.;2022;Blockchain adoption for sustainable supply chain management: Economic, environmental, and social perspectives;Frontiers in Energy Research;Unknown;Blockchain, Supply Chain, Sustainability, ESG;High;Yes;Passes: blockchain (C1) + supply chain digital transformation (C2) + economic/social sustainability as ESG stability (C3);10.3389/fenrg.2022.899632
299;Round 1;Backward;Nambisan, Wright & Feldman;2019;The digital transformation of innovation and entrepreneurship: Progress, challenges and key themes;Research Policy;SSCI/SCI;Digital Transformation, Innovation, Entrepreneurship, Research Policy;Medium;Yes;"Passes: digital transformation (C2) + innovation/entrepreneurship stable development (C3); research policy perspective";10.1016/j.respol.2019.03.018
300;Round 1;Backward;Niu, Shen & Xie;2021;The value of blockchain and agricultural supply chain parties' participation confronting random bacteria pollution;Journal of Cleaner Production;SSCI/SCI;Blockchain, Agricultural Supply Chain, Food Safety, Pollution;Pending;No;"Fails: blockchain agricultural supply chain food safety; sustainability is ecological/food safety";10.1016/j.jclepro.2021.128579
301;Round 1;Backward;Nofer, Gomber, Hinz & Schiereck;2017;Blockchain;Business & Information Systems Engineering;SSCI/SCI;Blockchain, Distributed Ledger, Technology, Business;Pending;No;"Fails: general blockchain reference; only addresses C1; no digital transformation or sustainability-as-stability context";10.1007/s12599-017-0467-3
302;Round 1;Backward;OECD;2018;Environmental policy toolkit for greening SMEs in the EU eastern partnership countries;OECD;Not indexed;SMEs, Environmental Policy, Green, OECD;Pending;No;Fails: OECD policy documents (grey literature) or ecological SME sustainability;10.1787/9789264293199-en
303;Round 1;Backward;OECD;2019;Digital for SMEs global initiative. Concept note;OECD;Not indexed;SMEs, Digital, OECD, Global Initiative;Pending;No;Fails: OECD policy documents (grey literature) or ecological SME sustainability;N/A
304;Round 1;Backward;Ølnes;2016;Beyond Bitcoin enabling smart government using blockchain technology;Electronic Government EGOV 2016 (Springer);Not indexed;Blockchain, Smart Government, Bitcoin, E-Government;High;Yes;Passes: blockchain (C1) + government digital transformation (C2) + public governance stability (C3);10.1007/978-3-319-44421-5_20
305;Round 1;Backward;O'Kane, Cunningham, Menter et al.;2021;The brokering role of technology transfer offices within entrepreneurial ecosystems: An investigation of macro-meso-micro factors;Journal of Technology Transfer;SSCI/SCI;Technology Transfer Offices, Entrepreneurial Ecosystems, Brokering;Pending;No;"Fails: technology transfer intermediaries; no blockchain/decentralization or sustainability-as-stability";10.1007/s10961-020-09829-y
306;Round 1;Backward;Palaco, Kim, Park & Rho;2022;Exploring capabilities of international technology transfer intermediaries between emerging and developed countries;Journal of Technology Transfer;SSCI/SCI;Technology Transfer, Intermediaries, Emerging Countries, International;Pending;No;"Fails: technology transfer intermediaries; no blockchain/decentralization or sustainability-as-stability";10.1007/s10961-021-09849-2
307;Round 1;Backward;Parmentola, Petrillo, Tutore & De Felice;2022;Is blockchain able to enhance environmental sustainability? A systematic review and research agenda from the perspective of SDGs;Business Strategy and the Environment;SSCI/SCI;Blockchain, Environmental Sustainability, SDGs, Systematic Review;Pending;No;"Fails: blockchain environmental sustainability SDGs; sustainability is ecological/environmental";10.1002/bse.2882
308;Round 1;Backward;Philipp, Prause & Gerlitz;2019;Blockchain and smart contracts for entrepreneurial collaboration in maritime supply chains;Transport and Telecommunication;Unknown;Blockchain, Smart Contracts, Maritime, Supply Chain;Medium;Yes;"Passes: blockchain/smart contracts (C1) + maritime supply chain digital transformation (C2); supply chain stability (C3)";10.2478/ttj-2019-0030
309;Round 1;Backward;Planko, Cramer, Hekkert & Chappin;2017;Combining the technological innovation systems framework with the entrepreneurs' perspective on innovation;Technology Analysis & Strategic Management;SSCI/SCI;TIS Framework, Entrepreneurs, Innovation Systems;Pending;No;"Fails: TIS framework entrepreneurs; no blockchain/decentralization or sustainability-as-stability";10.1080/09537325.2016.1220515
310;Round 1;Backward;Polzin, von Flotow & Klerkx;2016;Addressing barriers to eco-innovation: Exploring the finance mobilisation functions of institutional innovation intermediaries;Technological Forecasting and Social Change;SSCI/SCI;Eco-innovation, Finance, Innovation Intermediaries, Barriers;Pending;No;"Fails: eco-innovation finance; sustainability is ecological";10.1016/j.techfore.2015.10.001
311;Round 1;Backward;Pólvora, Nascimento, Lourenço & Scapolo;2020;Blockchain for industrial transformations: A forward-looking approach with multi-stakeholder engagement for policy advice;Technological Forecasting and Social Change;SSCI/SCI;Blockchain, Industrial Transformation, Policy, Stakeholders;High;Yes;Passes: blockchain (C1) + industrial digital transformation (C2) + multi-stakeholder governance stability (C3);10.1016/j.techfore.2020.120091
312;Round 1;Backward;Rainero & Modarelli;2021;Food tracking and blockchain-induced knowledge: A corporate social responsibility tool for sustainable decision-making;British Food Journal;SSCI/SCI;Blockchain, Food Tracking, CSR, Sustainable Decision-Making;Pending;No;"Fails: blockchain food tracking CSR; sustainability is CSR/food safety not stable development governance";10.1108/bf-10-2020-0921
313;Round 1;Backward;Rajalo & Vada;2021;Collaboration potential between low-capacity SMEs and academic researchers determined by symmetry of motivation;Technovation;SSCI/SCI;SMEs, University-Industry, Collaboration, Motivation;Pending;No;"Fails: SME-university collaboration; no blockchain/decentralization or sustainability-as-stability";10.1016/j.technovation.2021.102304
314;Round 1;Backward;Rawhouser, Vismara & Kshetri;2024;Blockchain and vulnerable entrepreneurial ecosystems;Entrepreneurship & Regional Development;SSCI/SCI;Blockchain, Vulnerable Communities, Entrepreneurship, Developing Countries;High;Yes;Passes: blockchain (C1) + digital transformation of entrepreneurship (C2) + stable inclusive economic development in vulnerable contexts (C3);10.1080/08985626.2022.2162979
315;Round 1;Backward;Rejeb, Keogh, Simske, Stafford & Treiblmaier;2021;Potentials of blockchain technologies for supply chain collaboration: a conceptual framework;The International Journal of Logistics Management;SSCI/SCI;Blockchain, Supply Chain Collaboration, Conceptual Framework;Medium;Yes;"Passes: blockchain (C1) + supply chain digital transformation (C2); collaborative stability framework (C3)";N/A
316;Round 1;Backward;Riva & Riva;2019;DIH-HERO: Digital innovation hubs in health care robotics;Cyberpsychology Behavior and Social Networking;SSCI/SCI;DIH, Healthcare, Robotics, Digital Innovation;Pending;No;"Fails: healthcare robotics digital hubs; no blockchain/decentralization or sustainability-as-stability";N/A
317;Round 1;Backward;Rolinck, Gellrich, Bode, Mennenga, Cerdas, Friedrchs & Herrmann;2021;A concept for blockchain-based LCA and its application in the context of aircraft MRO;Procedia CIRP;Unknown;Blockchain, LCA, Life Cycle Assessment, Aircraft;Pending;No;"Fails: blockchain for LCA; sustainability is ecological/lifecycle assessment";10.1016/j.procir.2021.01.123
318;Round 1;Backward;Ronaghi & Mosakhani;2022;The effects of blockchain technology adoption on business ethics and social sustainability: Evidence from the Middle East;Environment Development and Sustainability;SSCI/SCI;Blockchain, Business Ethics, Social Sustainability, Middle East;Medium;Yes;Passes: blockchain (C1) + social sustainability as long-term stable development (C3) + digital transformation of business ethics (C2);10.1007/s10668-021-01729-x
319;Round 1;Backward;Rossi, Calof, Colovic & Russo;2022;New business models for public innovation intermediaries supporting emerging innovation systems: The case of the Internet of Things;Technological Forecasting and Social Change;SSCI/SCI;Innovation Intermediaries, IoT, Business Models, Innovation Systems;Pending;No;"Fails: IoT innovation intermediaries; no blockchain/decentralization or sustainability-as-stability";10.1016/j.techfore.2021.121357
320;Round 1;Backward;Russo, Calof, Rossi & Righi;2018;Innovation intermediaries as a response to system failures: Creating the right incentives;Geography Open Innovation and Entrepreneurship (Edward Elgar);Not indexed;Innovation Intermediaries, System Failures, Incentives;Pending;No;"Fails: innovation intermediaries/renewable energy policy; sustainability is ecological or no C1/C3";10.4337/9781786439901.00006
321;Round 1;Backward;del Río & Bleda;2012;Comparing the innovation effects of support schemes for renewable electricity technologies: A function of innovation approach;Energy Policy;SSCI/SCI;Renewable Energy, Innovation Systems, Policy, TIS;Pending;No;"Fails: innovation intermediaries/renewable energy policy; sustainability is ecological or no C1/C3";10.1016/j.enpol.2012.07.014
322;Round 1;Backward;Sassanelli & Terzi;2022;Building the value proposition of a digital innovation hub network to support ecosystem sustainability;Sustainability;SSCI/SCI;DIH, Value Proposition, Ecosystem, Sustainability;Pending;No;"Fails: digital innovation hub ecosystem; sustainability framed ecologically/SDG";N/A
323;Round 1;Backward;Sassanelli & Terzi;2022;The D-BEST reference model: A flexible and sustainable support for the digital transformation of small and medium enterprises;Global Journal of Flexible Systems Management;Unknown;DIH, SMEs, Digital Transformation, D-BEST Model;Pending;No;"Fails: DIH SME digital transformation model; no blockchain/decentralization or sustainability-as-stability";N/A
324;Round 1;Backward;Schlecht, Schneider & Buchwald;2021;The Prospective value creation potential of blockchain in business models: A Delphi study;Technological Forecasting and Social Change;SSCI/SCI;Blockchain, Value Creation, Business Models, Delphi;High;Yes;Passes: blockchain (C1) + digital business model transformation (C2) + prospective value creation as stable development (C3);N/A
325;Round 1;Backward;De Silva, Howells & Meyer;2018;Innovation intermediaries and collaboration: Knowledge-based practices and internal value creation;Research Policy;SSCI/SCI;Innovation Intermediaries, Knowledge, Collaboration, Value Creation;Pending;No;"Fails: innovation intermediaries knowledge; no blockchain/decentralization or sustainability-as-stability";N/A
326;Round 1;Backward;Soriano-Pinar, Díaz-Garrido & Bermejo-Olivas;2023;Digital transformation for a circular economy: Insights from co-word analysis;Journal of Technology Transfer;SSCI/SCI;Digital Transformation, Circular Economy, Co-word Analysis;Pending;No;"Fails: digital transformation for circular economy; sustainability is ecological/circular economy";10.1007/s10961-023-10041-x
327;Round 1;Backward;de Sousa Jabbour, Jabbour, Foropon & Godinho Filho;2018;When titans meet—Can industry 4.0 revolutionise the environmentally-sustainable manufacturing wave? The role of critical success factors;Technological Forecasting and Social Change;SSCI/SCI;Industry 4.0, Sustainable Manufacturing, Critical Success Factors;Pending;No;"Fails: Industry 4.0 sustainable manufacturing/circular economy; sustainability is ecological/manufacturing";10.1016/j.techfore.2018.01.017
328;Round 1;Backward;de Sousa Jabbour, Jabbour, Godinho Filho & Roubaud;2018;Industry 4.0 and the circular economy: A proposed research agenda and original roadmap for sustainable operations;Annals of Operations Research;SSCI/SCI;Industry 4.0, Circular Economy, Sustainable Operations, Research Agenda;Pending;No;"Fails: Industry 4.0 sustainable manufacturing/circular economy; sustainability is ecological/manufacturing";10.1007/s10479-018-2772-8
329;Round 1;Backward;Sovacool, Turnheim, Martiskainen, Brown & Kivimaa;2020;Guides or gatekeepers? Incumbent-oriented transition intermediaries in a low-carbon era;Energy and Research & Social Science;SSCI/SCI;Transition Intermediaries, Low Carbon, Gatekeepers, Energy;Pending;No;"Fails: Industry 4.0 sustainable manufacturing/circular economy; sustainability is ecological/manufacturing";10.1016/j.erss.2020.101490
330;Round 1;Backward;Stock & Seliger;2016;Opportunities of sustainable manufacturing in Industry 4.0;Procedia CIRP;Unknown;Sustainable Manufacturing, Industry 4.0, Circular Economy;Pending;No;"Fails: Industry 4.0 sustainable manufacturing/circular economy; sustainability is ecological/manufacturing";10.1016/j.procir.2016.01.129
331;Round 1;Backward;Stojanova, Cvar, Verhovnik, Božić, Trilar, Kos & Stojmenova Duh;2022;Rural Digital Innovation Hubs as a Paradigm for Sustainable Business Models in Europe's Rural Areas;Sustainability;SSCI/SCI;Rural DIH, Sustainable Business Models, Europe, Agriculture;Pending;No;"Fails: rural digital innovation hubs; no blockchain/decentralization and sustainability is rural business models/ecological";N/A
332;Round 1;Backward;Swiatek, de Beaufort & Plana;2017;The green blockchain: Managing decentralized energy production and consumption;IEEE International Conference on Environment and Electrical Engineering (EEEIC);Not indexed;Blockchain, Green Energy, Decentralized Energy, Smart Grid;Pending;No;"Fails: blockchain decentralized energy grid; sustainability is ecological/energy production";N/A
333;Round 1;Backward;Tatarinov, Ambos & Tschang;2023;Scaling digital solutions for wicked problems: Ecosystem versatility;Journal of International Business Studies;SSCI/SCI;Digital Solutions, Scaling, Ecosystems, Wicked Problems;Pending;No;"Fails: digital solution scaling; no blockchain/decentralization or sustainability-as-stability";10.1057/s41267-022-00526-6
334;Round 1;Backward;Thakur, Doja, Dwivedi, Ahmad & Khadanga;2020;Land records on Blockchain for implementation of land titling in India;International Journal of Information Management;SSCI/SCI;Blockchain, Land Records, India, Property Rights;High;Yes;Passes: blockchain (C1) + digital transformation of land governance (C2) + property rights stability as long-term development (C3);10.1016/j.ijinfomgt.2019.04.013
335;Round 1;Backward;Tsolakis, Niedenzu, Simonetto, Dora & Kumar;2021;Supply network design to address United Nations Sustainable Development Goals: A case study of blockchain implementation in Thai fish industry;Journal of Business Research;SSCI/SCI;Blockchain, SDGs, Supply Network, Fish Industry, Thailand;Pending;No;"Fails: blockchain fish supply chain SDGs; sustainability is ecological/SDG framing";10.1016/j.jbusres.2020.08.003
336;Round 1;Backward;Upadhyay, Mukhuty, Kumar & Kazancoglu;2021;Blockchain technology and the circular economy: Implications for sustainability and social responsibility;Journal of Cleaner Production;SSCI/SCI;Blockchain, Circular Economy, Sustainability, Social Responsibility;Medium;Yes;Passes: blockchain (C1) + digital transformation of sustainability practices (C2) + circular economy for stable social/economic development (C3);10.1016/j.jclepro.2021.126130
337;Round 1;Backward;Vismara;2022;Expanding corporate finance perspectives to equity crowdfunding;The Journal of Technology Transfer;SSCI/SCI;Equity Crowdfunding, Corporate Finance, Blockchain, Technology Transfer;Low;Yes;"Passes marginally: blockchain/DLT in crowdfunding (C1) + digital transformation of corporate finance (C2); financial stability as C3 is implicit";10.1007/s10961-021-09903-z
338;Round 1;Backward;Winch & Courtney;2007;The organization of innovation brokers: An international review;Technology Analysis & Strategic Management;SSCI/SCI;Innovation Brokers, Intermediaries, Knowledge Transfer, International;Pending;No;"Fails: innovation brokers; no blockchain/decentralization or sustainability-as-stability";10.1080/09537320701711223
339;Round 1;Backward;Wong;2017;The UN is Using Ethereum's Technology to Fund Food for Thousands of Refugees;CoinDesk;Not indexed;Blockchain, WFP, Humanitarian Aid, Ethereum;Medium;Yes;Passes: blockchain/Ethereum (C1) + digital transformation of humanitarian aid (C2) + resilient stable development for vulnerable populations (C3);N/A
340;Round 1;Backward;Xu, Chen & Kou;2019;A systematic review of blockchain;Financial Innovation;Unknown;Blockchain, Systematic Review, Finance, Technology;Low;Yes;"Passes marginally: blockchain systematic review (C1) + covers digital transformation of finance (C2); sustainability-as-stability implicit";10.1186/s40854-019-0147-z
341;Round 1;Backward;Yin;2018;Case study research and applications: Design and methods;Sage Publications;Not indexed;Case Study, Research Methodology, Qualitative Research;Pending;No;"Fails: research methodology; no core RQ concepts";N/A
342;Round 1;Backward;Zhang & Liu;2023;Innovation intermediaries: A review, bibliometric analysis, and research agenda;The Journal of Technology Transfer;SSCI/SCI;Innovation Intermediaries, Bibliometric, Review, Research Agenda;Pending;No;"Fails: innovation intermediaries review; no blockchain/decentralization or sustainability-as-stability";10.1007/s10961-023-10030-0
343;Round 1;Backward;Zhao, Fan & Yan;2016;Overview of business innovations and research opportunities in blockchain and introduction to the special issue;Financial Innovation;Unknown;Blockchain, Business Innovation, Research, Financial;Low;Yes;"Passes marginally: blockchain (C1) + digital business innovation transformation (C2); financial stability implications (C3) implicit";10.1186/s40854-016-0049-2
344;Round 1;Backward;Vrabie;2016;Elemente de E-Guvernare [Elements of E-Government];Pro Universitaria;Not indexed;E-Government, Public Administration;Pending;No;"Fails: e-government grey literature (book/report); not peer-reviewed journal";N/A
345;Round 1;Backward;Porumbescu, Vrabie, Ahn & Im;2012;Factors Influencing the Success of Participatory E-Government Applications in Romania and South Korea;Korean Journal of Policy Studies;Unknown;E-Government, Citizen Participation, Romania, South Korea;Pending;No;"Fails: e-government grey literature (book/report); not peer-reviewed journal";N/A
346;Round 1;Backward;European Commission;2022;eGovernment and Digital Public Services;European Commission;Not indexed;E-Government, Digital Public Services;Pending;No;"Fails: e-government grey literature; not peer-reviewed journal";N/A
347;Round 1;Backward;Vlahovic & Vracic;2015;An Overview of E-Government 3.0 Implementation;IGI Global;Not indexed;E-Government 3.0, Implementation;Pending;No;"Fails: e-government 3.0 overview; likely grey literature/non-peer-reviewed source";N/A
348;Round 1;Backward;Jun & Chung;2016;Big data analysis of local government 3.0: Focusing on Gyeongsangbuk-do in Korea;Technology Forecasting and Social Change;Unknown;Big Data, Local Government, E-Government 3.0;Pending;No;"Fails: local government big data e-government; sustainability-as-stability absent and C1 absent";10.1016/j.techfore.2015.05.003
349;Round 1;Backward;Terzi, Votis, Tzovaras, Stamelos & Cooper;2019;Blockchain 3.0 Smart Contracts in E-Government 3.0 Applications;arXiv;Not indexed;Blockchain, Smart Contracts, E-Government 3.0;High;Yes;Passes: blockchain/smart contracts (C1) + e-government digital transformation (C2) + governance stability development (C3);arXiv:1910.06092
350;Round 1;Backward;European Commission;2023;Public Administration and Governance in the EU;European Commission;Not indexed;Public Administration, Governance, EU;Pending;No;"Fails: public administration/e-government without blockchain/decentralization; C1 absent";N/A
351;Round 1;Backward;Twizeyimana & Andersson;2019;The public value of E-Government—A literature review;Government Information Quarterly;SSCI/SCI;E-Government, Public Value, Literature Review;Pending;No;"Fails: public administration/e-government without blockchain/decentralization; C1 absent";N/A
352;Round 1;Backward;Vrabie;2011;Digital Governance (in Romanian Municipalities). A Longitudinal Assessment of Municipal Web Sites in Romania;European Integration Realities and Perspectives;Unknown;Digital Governance, Romanian Municipalities;Pending;No;"Fails: public administration/e-government without blockchain/decentralization; C1 absent";N/A
353;Round 1;Backward;Invest Brasov;2022;Brasov–Best Smart City Project Award;Invest Brasov;Not indexed;Smart City, Brasov;Pending;No;"Fails: smart city awards (grey literature); not peer-reviewed journal";N/A
354;Round 1;Backward;SCIA;2022;Campionii Industriei Smart City;Romanian Association for Smart Cities;Not indexed;Smart City, Romania;Pending;No;"Fails: smart city awards (grey literature); not peer-reviewed journal";N/A
355;Round 1;Backward;Vrabie;2022;Artificial Intelligence Promises to Public Organizations and Smart Cities;Springer International Publishing;Not indexed;AI, Public Organizations, Smart Cities;Pending;No;"Fails: AI smart cities governance; no blockchain/decentralization (C1)";N/A
356;Round 1;Backward;Vrabie;2011;Digital Governance (in Romanian Municipalities) and Its Relation with the IT Education;NISPAcee PRESS;Not indexed;Digital Governance, IT Education, Romania;Pending;No;"Fails: digital governance IT education; no blockchain/decentralization";N/A
357;Round 1;Backward;Hashem, Usmani, Almutairi, Ibrahim, Zakari, Alotaibi, Alhashmi & Chiroma;2023;Urban Computing for Sustainable Smart Cities: Recent Advances, Taxonomy, and Open Research Challenges;Sustainability;SSCI/SCI;Urban Computing, Smart Cities, Sustainability;Pending;No;"Fails: urban computing smart cities; no blockchain/decentralization and sustainability framing unclear/ecological";N/A
358;Round 1;Backward;Zhao, Zhang, Iftikhar, Ullah, Mao & Wang;2022;Dynamic Influence of Digital and Technological Advancement on Sustainable Economic Growth in Belt and Road Initiative (BRI) Countries;Sustainability;SSCI/SCI;Digital Advancement, Sustainable Economic Growth, BRI;High;Yes;"Passes: digital/technological advancement (C2) + sustainable economic growth as stable long-term development (C3); BRI context";N/A
359;Round 1;Backward;Bonnell;2023;In Business We Trust. People Trust Businesses More Than Governments, Nonprofits, Media: Survey;Associated Press;Not indexed;Trust, Business, Government;Pending;No;"Fails: trust survey; no blockchain/decentralization or digital transformation";N/A
360;Round 1;Backward;Vangelov;2023;Ambient Advertising in Metaverse Smart Cities;SCRD Journal;Unknown;Metaverse, Smart Cities, Advertising;Pending;No;"Fails: metaverse advertising; no decentralization/DLT or sustainability-as-stability";N/A
361;Round 1;Backward;Iancu & Ungureanu;2010;Depoliticizing the Civil Service: A critical review of the public administration reform in Romania;Research in Social Change;Unknown;Civil Service, Public Administration Reform, Romania;Pending;No;"Fails: Romania public administration; no blockchain/decentralization and digital transformation is marginal";N/A
362;Round 1;Backward;Vrabie;2016;Informing citizens, building trust and promoting discussion;Global Journal of Sociology;Unknown;Citizen Communication, Trust, E-Government;Pending;No;"Fails: Romania public administration; no blockchain/decentralization and digital transformation is marginal";N/A
363;Round 1;Backward;Iancu;2013;European compliance and politicization of public administration in Romania;Innovation Issues and Approaches in Social Sciences;Unknown;Public Administration, Romania, European Compliance;Pending;No;"Fails: Romania public administration; no blockchain/decentralization and digital transformation is marginal";N/A
364;Round 1;Backward;Hamrouni, Bourouis, Korichi & Brahmi;2021;Explainable Ontology-Based Intelligent Decision Support System for Business Model Design and Sustainability;Sustainability;SSCI/SCI;Decision Support, Ontology, AI, Sustainability;Pending;No;"Fails: AI ontology decision support; no blockchain/decentralization and sustainability framing unclear for stable development";N/A
365;Round 1;Backward;Chen, Ahn & Wang;2023;Artificial Intelligence and Public Values: Value Impacts and Governance in the Public Sector;Sustainability;SSCI/SCI;AI, Public Values, Governance;Pending;No;"Fails: AI in public governance; no blockchain/decentralization (C1)";N/A
366;Round 1;Backward;Noordt & Misuraca;2022;Artificial intelligence for the public sector: Results of landscaping the use of AI in government across the European Union;Government Information Quarterly;SSCI/SCI;AI, Public Sector, EU, Government;Pending;No;"Fails: AI in public governance; no blockchain/decentralization (C1)";10.1016/j.giq.2022.101714
367;Round 1;Backward;Reis, Santo & Melão;2019;Artificial Intelligence in Government Services: A systematic literature review;Springer Nature;Unknown;AI, Government Services, Literature Review;Pending;No;"Fails: AI in public governance; no blockchain/decentralization (C1)";N/A
368;Round 1;Backward;Thakhathi & Langa;2022;The role of smart cities to promote smart governance in municipalities;SCRD Journal;Unknown;Smart Cities, Smart Governance, Municipalities;Pending;No;"Fails: smart city governance; no blockchain/decentralization (C1)";N/A
369;Round 1;Backward;KPMG;2019;Manage the Effects of Robotic Process Automation to Enable a Future-Proof Workforce;KPMG Advisory;Not indexed;RPA, Workforce, Automation;Pending;No;"Fails: AI/automation in public sector; no blockchain/decentralization (C1)";N/A
370;Round 1;Backward;Sánchez, Rodríguez & Espitia;2020;Review of Artificial Intelligence Applied in Decision-Making Processes in Agricultural Public Policy;Processes;SSCI/SCI;AI, Decision-Making, Agricultural Policy;Pending;No;"Fails: AI/automation in public sector; no blockchain/decentralization (C1)";N/A
371;Round 1;Backward;Schachtner;2021;Smart government in local adoption—Authorities in strategic change through AI;SCRD Journal;Unknown;Smart Government, AI, Local Authorities;Pending;No;"Fails: AI/automation in public sector; no blockchain/decentralization (C1)";N/A
372;Round 1;Backward;Etscheid;2019;Artificial Intelligence in Public Administration;Springer;Not indexed;AI, Public Administration;Pending;No;"Fails: AI/automation in public sector; no blockchain/decentralization (C1)";N/A
373;Round 1;Backward;Kolkman;2020;The usefulness of algorithmic models in policy making;Government Information Quarterly;SSCI/SCI;Algorithms, Policy Making, Decision Support;Pending;No;"Fails: AI/automation in public sector; no blockchain/decentralization (C1)";10.1016/j.giq.2020.101488
374;Round 1;Backward;Ibtissem, Mohsen & Jaleleddine;2018;Quantitative relationship between corruption and development of the Tunisian stock market;Public and Municipal Finance;Unknown;Corruption, Governance, Stock Market;Pending;No;"Fails: corruption and governance; no digital transformation or blockchain/decentralization";N/A
